[03.11.2024 10:00:30] Chatters_offline: wpatkabot (0/1)
[03.11.2024 18:13:30] roadtrip_is_live: mopss17 ale tu nie ma prawdy xdd
[03.11.2024 18:13:30] Chatters_online: fxd13_,kati1356,szatano,miskol84,33kornelka,mikeytomajki,kami90_2,nebudu__,damianspot247,yvlunar,tarja96,zahaczai,x_carva_x,tellmenadia,kolorowypiesek,kyuxik,kolorowa_kluska,bordiminee,ihavenojaam,yasiunarcyz,asai04,chalchalek__,marjonnee,kameleonyu,uroczynorbi19,tax_office,amalfipepe,wpatka,strona_,kagerosimba,k4ri_byczq,xpelsonx,zamaskowany_337,snoowee_,yvli_,luwomoon,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,yapkeen,yuqi_1645,yatashaa_,wytt_1221,virkub,bolinek359,syndromka,xsaiko96,fyfek16,revley,somno__,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,sruchatek,freetuuu,macius0922,grenlando,papci071,mirabellaa__,mopss17,amne_e,martiinii5,jakubxd,errnii25,madoki__,besstill_0708,kom9w,harakirshi,ubiety__,streamelements,nolli_6,qiawi,majusza,rvvdzia,ditru_,kumyat,thematigame,bezingoo,viranixxx,dziusiek_pl,marchewka_pl,mlody_wiesniak,yel_l_ow,jeremimaster_,szymonsqy,xnightlordx,zapominarek7,nika_niczka,vifon_0,pavcio0,nie_blisko,izzee1g,nightbot,roadtrip_is_live,kochamstopykasix,miyuuki0,energoski,pawlosbielski2,normalnainaczejj,nowiusienka,michal265a,langeroth,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,wpatkabot,spys1u,xinfern0_,wilku00,tangiabot,qverrs,andzelkaa,urfavlivis,moobot,karolina__00,viesieq,pauljann78q,xx_karoo_,mikopikooo,eternallovegirl,tori2137,l_kula_l,bestan987,finek1234,nieuczesana,katarzynadunst,lordverier,sheva2812,amiciz,kliimaaa,v3d000,adroxii,pokemoncommunitygame,ewa_st,ovoi_,vfrpat,xisuba1 (147/142)
[03.11.2024 18:13:38] krzyzyk_0: Witam witam i o zdrowie pytam o Boże Wiatka cóż za zmiana
[03.11.2024 18:13:38] wpatkabot: Hej gigachadzie @Krzyzyk_0, jak mija dzień? hejcia
[03.11.2024 18:13:50] roadtrip_is_live: @Harakirshi chill w moim też EZ xdd
[03.11.2024 18:13:56] mopss17: roadtrip_is_live oczywiscie ze jest, ale nie przyznajesz sie do niej
[03.11.2024 18:13:58] harakirshi: LUL
[03.11.2024 18:14:30] Chatters_online: fxd13_,kati1356,szatano,miskol84,33kornelka,mikeytomajki,kami90_2,nebudu__,damianspot247,yvlunar,zahaczai,x_carva_x,tellmenadia,kolorowypiesek,kyuxik,kolorowa_kluska,bordiminee,ihavenojaam,yasiunarcyz,asai04,chalchalek__,marjonnee,kameleonyu,uroczynorbi19,tax_office,amalfipepe,wpatka,strona_,kagerosimba,k4ri_byczq,xpelsonx,zamaskowany_337,snoowee_,yvli_,luwomoon,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,yapkeen,yuqi_1645,yatashaa_,wytt_1221,krzyzyk_0,virkub,bolinek359,syndromka,xsaiko96,fyfek16,revley,somno__,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,sruchatek,freetuuu,macius0922,grenlando,1ntrowertykus,papci071,mirabellaa__,mopss17,amne_e,martiinii5,jakubxd,errnii25,madoki__,besstill_0708,kom9w,harakirshi,ubiety__,streamelements,nolli_6,qiawi,majusza,rvvdzia,ditru_,kumyat,thematigame,bezingoo,viranixxx,dziusiek_pl,marchewka_pl,mlody_wiesniak,yel_l_ow,jeremimaster_,szymonsqy,xnightlordx,zapominarek7,nika_niczka,vifon_0,pavcio0,nie_blisko,nightbot,roadtrip_is_live,kochamstopykasix,miyuuki0,energoski,pawlosbielski2,normalnainaczejj,nowiusienka,michal265a,langeroth,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,wpatkabot,spys1u,wilku00,tangiabot,qverrs,nancia_,urfavlivis,moobot,karolina__00,viesieq,pauljann78q,xx_karoo_,mikopikooo,eternallovegirl,tori2137,l_kula_l,bestan987,finek1234,deggeri,nieuczesana,katarzynadunst,lordverier,sheva2812,amiciz,kliimaaa,v3d000,pokemoncommunitygame,ewa_st,ovoi_,vfrpat,xisuba1 (136/141)
[03.11.2024 18:14:44] streamelements: Jeśli chcecie zaproponować pytania do organizowanego przeze mnie teleturnieju "ValoTurniej" możecie wpisać je w formularzu -> https://forms.gle/bWKX5mTG3G4QBa3z7 peepoLove
[03.11.2024 18:14:53] harakirshi: Zaświeć. Niebieska nazywała się Britney POLICE
[03.11.2024 18:14:53] moobot: Zajrzyj na moje kanały YT! Kanał gamingowy: https://www.youtube.com/c/wpatka || Kanał muzyczny: https://www.youtube.com/c/patrycjawesolowska <3 <3
[03.11.2024 18:14:57] roadtrip_is_live: mopss17 udowodnij PANIE mądry hehe
[03.11.2024 18:15:20] harakirshi: Przepraszam, ale chyba jesteśdebilem xdd
[03.11.2024 18:15:30] Chatters_online: fxd13_,kati1356,szatano,33kornelka,mikeytomajki,kami90_2,nebudu__,damianspot247,yvlunar,zahaczai,x_carva_x,tellmenadia,kolorowypiesek,kyuxik,kolorowa_kluska,bordiminee,ihavenojaam,yasiunarcyz,asai04,chalchalek__,marjonnee,kameleonyu,uroczynorbi19,tax_office,amalfipepe,wpatka,strona_,kagerosimba,k4ri_byczq,zamaskowany_337,snoowee_,yvli_,luwomoon,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,yapkeen,yuqi_1645,yatashaa_,krzyzyk_0,virkub,bolinek359,syndromka,xsaiko96,fyfek16,revley,somno__,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,natala004,sruchatek,freetuuu,macius0922,grenlando,1ntrowertykus,papci071,mirabellaa__,mopss17,amne_e,martiinii5,jakubxd,errnii25,madoki__,besstill_0708,kom9w,harakirshi,ubiety__,streamelements,nolli_6,majusza,rvvdzia,ditru_,kumyat,thematigame,bezingoo,viranixxx,dziusiek_pl,marchewka_pl,mlody_wiesniak,yel_l_ow,jeremimaster_,szymonsqy,xnightlordx,zapominarek7,nika_niczka,vifon_0,pavcio0,nie_blisko,sweetsdevourer,nightbot,roadtrip_is_live,kochamstopykasix,energoski,pawlosbielski2,normalnainaczejj,nowiusienka,michal265a,langeroth,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,wpatkabot,spys1u,wilku00,tangiabot,qverrs,urfavlivis,moobot,karolina__00,viesieq,pauljann78q,xx_karoo_,mikopikooo,eternallovegirl,tori2137,l_kula_l,bestan987,finek1234,nieuczesana,katarzynadunst,lordverier,sheva2812,kliimaaa,v3d000,pokemoncommunitygame,ewa_st,ovoi_,vfrpat,xisuba1 (136/135)
[03.11.2024 18:16:10] mopss17: roadtrip_is_live ja tobie nic nie musze odowadniac, ty juz wiesz jak jest
[03.11.2024 18:16:13] mopss17: PeepoGlad
[03.11.2024 18:16:16] roadtrip_is_live: @Harakirshi kto? ja? ja to tak od urodzenia xdd
[03.11.2024 18:16:24] harakirshi: Nie, WPATKA xdd
[03.11.2024 18:16:26] furami12: Cześć jakaś randomowa kobieto której nie znam
[03.11.2024 18:16:26] wpatkabot: Hej gigachadzie @furami12, dobrze Cię widzieć MMEOWDY
[03.11.2024 18:16:30] Chatters_online: fxd13_,wpatkabot,kati1356,szatano,33kornelka,mikeytomajki,kami90_2,nebudu__,damianspot247,yvlunar,zahaczai,x_carva_x,tellmenadia,kolorowypiesek,kyuxik,kolorowa_kluska,bordiminee,ihavenojaam,yasiunarcyz,asai04,chalchalek__,marjonnee,kameleonyu,uroczynorbi19,tax_office,amalfipepe,wpatka,strona_,kagerosimba,k4ri_byczq,zamaskowany_337,snoowee_,yvli_,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,yapkeen,yuqi_1645,yatashaa_,krzyzyk_0,virkub,bolinek359,syndromka,xsaiko96,fyfek16,revley,somno__,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,sruchatek,freetuuu,macius0922,grenlando,1ntrowertykus,papci071,mirabellaa__,mopss17,amne_e,martiinii5,jakubxd,errnii25,besstill_0708,kom9w,harakirshi,streamelements,l3ktor3k,nolli_6,majusza,rvvdzia,ditru_,kumyat,thematigame,bezingoo,viranixxx,dziusiek_pl,marchewka_pl,mlody_wiesniak,yel_l_ow,jeremimaster_,szymonsqy,xnightlordx,zapominarek7,nika_niczka,vifon_0,pavcio0,nie_blisko,sweetsdevourer,nightbot,roadtrip_is_live,furami12,martini_0226,kochamstopykasix,energoski,pawlosbielski2,normalnainaczejj,nowiusienka,michal265a,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,spys1u,wilku00,tangiabot,qverrs,urfavlivis,moobot,karolina__00,viesieq,pauljann78q,xx_karoo_,mikopikooo,eternallovegirl,tori2137,l_kula_l,bestan987,finek1234,nieuczesana,katarzynadunst,lordverier,sheva2812,kliimaaa,v3d000,pokemoncommunitygame,ewa_st,ovoi_,vfrpat,xisuba1 (136/133)
[03.11.2024 18:16:34] roadtrip_is_live: mopss17 wiem, że nic nie wiem hehe
[03.11.2024 18:16:46] mopss17: roadtrip_is_live ja wiem ze ty wiesz, ze ty wiesz, ze ja wiem
[03.11.2024 18:16:52] mopss17: taktak
[03.11.2024 18:16:54] emi_lka02: valo łatwiejsze xdd
[03.11.2024 18:17:05] harakirshi: Pewnie tak
[03.11.2024 18:17:19] mikopikooo: przeszczepione
[03.11.2024 18:17:28] roadtrip_is_live: mopss17 nienie ja wiem, że ty nie wiesz, że ja wiem, że ty nie wiesz, że ja wiem, że ty wiesz beka
[03.11.2024 18:17:30] Chatters_online: fxd13_,wpatkabot,kati1356,szatano,33kornelka,mikeytomajki,kami90_2,nebudu__,damianspot247,yvlunar,zahaczai,x_carva_x,tellmenadia,kolorowypiesek,kyuxik,kolorowa_kluska,bordiminee,ihavenojaam,yasiunarcyz,asai04,chalchalek__,marjonnee,kameleonyu,uroczynorbi19,tax_office,amalfipepe,wpatka,strona_,k4ri_byczq,jajamiomate134,zamaskowany_337,snoowee_,yvli_,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,yapkeen,yuqi_1645,yatashaa_,krzyzyk_0,virkub,bolinek359,syndromka,xsaiko96,inimiczi,fyfek16,revley,somno__,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,sruchatek,roadtrip_is_live,freetuuu,macius0922,grenlando,1ntrowertykus,papci071,mirabellaa__,mopss17,emi_lka02,amne_e,martiinii5,jakubxd,errnii25,besstill_0708,kom9w,gaming_dawid,harakirshi,streamelements,nolli_6,majusza,rvvdzia,ditru_,kumyat,thematigame,bezingoo,viranixxx,dziusiek_pl,marchewka_pl,mlody_wiesniak,yel_l_ow,jeremimaster_,szymonsqy,xnightlordx,zapominarek7,nika_niczka,vifon_0,pavcio0,nie_blisko,sweetsdevourer,nightbot,furami12,kochamstopykasix,energoski,pawlosbielski2,normalnainaczejj,nowiusienka,michal265a,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,spys1u,wilku00,tangiabot,qverrs,urfavlivis,miskol84,moobot,karolina__00,viesieq,xx_karoo_,eternallovegirl,mikopikooo,tori2137,l_kula_l,bestan987,finek1234,nieuczesana,katarzynadunst,lordverier,sheva2812,kliimaaa,v3d000,pokemoncommunitygame,ewa_st,ovoi_,oredowsky,vfrpat,xisuba1 (136/135)
[03.11.2024 18:17:32] harakirshi: @Emi_lka02 Łatwiej wbić ascendanta niż przejść tę grę xdd
[03.11.2024 18:17:45] emi_lka02: @Harakirshi xdd
[03.11.2024 18:18:01] krzyzyk_0: wgl co tam
[03.11.2024 18:18:02] mopss17: roadtrip_is_live dobra nie chce mi sie
[03.11.2024 18:18:02] moobot: Wpadnij po najlepsze momenty ze streama na https://www.tiktok.com/@wpatka.ttv peepoAwesome
[03.11.2024 18:18:09] mopss17: roadtrip_is_live ide sobie peepoLeave
[03.11.2024 18:18:12] roadtrip_is_live: mopss17 EZ
[03.11.2024 18:18:23] roadtrip_is_live: mopss17 Lovegers
[03.11.2024 18:18:30] Chatters_online: kati1356,szatano,miskol84,mikeytomajki,33kornelka,kami90_2,nebudu__,damianspot247,yvlunar,zahaczai,streamelements,x_carva_x,tellmenadia,kyuxik,kolorowypiesek,uzui_,kolorowa_kluska,bordiminee,yasiunarcyz,asai04,chalchalek__,marjonnee,kameleonyu,uroczynorbi19,moobot,tax_office,amalfipepe,wpatka,mikopikooo,strona_,jajamiomate134,zamaskowany_337,snoowee_,yvli_,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,yapkeen,k4ri_byczq,yatashaa_,krzyzyk_0,virkub,bolinek359,osmiuchama,syndromka,xsaiko96,inimiczi,pavcio0,revley,wpatkabot,somno__,mopss17,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,roadtrip_is_live,normalnainaczejj,sruchatek,freetuuu,macius0922,grenlando,1ntrowertykus,papci071,mirabellaa__,amne_e,martiinii5,jakubxd,errnii25,besstill_0708,kom9w,gaming_dawid,0lek____,nolli_6,majusza,rvvdzia,ditru_,kumyat,thematigame,harakirshi,fxd13_,bezingoo,dziusiek_pl,marchewka_pl,yuqi_1645,mlody_wiesniak,yel_l_ow,jeremimaster_,szymonsqy,xnightlordx,xz_vc,zapominarek7,nika_niczka,sweetsdevourer,vifon_0,nie_blisko,nightbot,furami12,kochamstopykasix,mvpramzes,energoski,pawlosbielski2,nowiusienka,michal265a,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,spys1u,wilku00,tangiabot,qverrs,nancia_,urfavlivis,karolina__00,viesieq,xx_karoo_,czarnygigakox666,tori2137,l_kula_l,finek1234,bestan987,emi_lka02,viranixxx,eternallovegirl,nieuczesana,pokemoncommunitygame,katarzynadunst,lordverier,sheva2812,kliimaaa,v3d000,ewa_st,ovoi_,vfrpat,xisuba1 (146/139)
[03.11.2024 18:18:43] mopss17: roadtrip_is_live teraz to se mozesz
[03.11.2024 18:19:05] roadtrip_is_live: mopss17 SadgeCry
[03.11.2024 18:19:05] harakirshi: Sadgi
[03.11.2024 18:19:18] mikopikooo: xdd
[03.11.2024 18:19:19] roadtrip_is_live: Mmmhmm
[03.11.2024 18:19:21] yuqi_1645: xdd
[03.11.2024 18:19:22] roadtrip_is_live: mmhmm
[03.11.2024 18:19:29] roadtrip_is_live: MmmHmm
[03.11.2024 18:19:30] Chatters_online: bartusjduwu,kati1356,szatano,miskol84,mikeytomajki,33kornelka,kami90_2,nebudu__,damianspot247,yvlunar,zahaczai,streamelements,x_carva_x,tellmenadia,kyuxik,kolorowypiesek,batacik,kolorowa_kluska,bordiminee,yasiunarcyz,asai04,chalchalek__,marjonnee,kalonik88,kameleonyu,uroczynorbi19,moobot,tax_office,amalfipepe,wpatka,mikopikooo,strona_,jajamiomate134,zamaskowany_337,snoowee_,yvli_,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,yapkeen,k4ri_byczq,yatashaa_,krzyzyk_0,virkub,bolinek359,osmiuchama,syndromka,xsaiko96,inimiczi,pavcio0,revley,wpatkabot,somno__,mopss17,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,normalnainaczejj,roadtrip_is_live,sruchatek,kerti35,freetuuu,macius0922,grenlando,1ntrowertykus,papci071,mirabellaa__,amne_e,martiinii5,jakubxd,errnii25,besstill_0708,kom9w,gaming_dawid,nolli_6,majusza,rvvdzia,ditru_,kumyat,thematigame,harakirshi,fxd13_,bezingoo,dziusiek_pl,marchewka_pl,yuqi_1645,mlody_wiesniak,yel_l_ow,jeremimaster_,szymonsqy,xnightlordx,xz_vc,zapominarek7,nika_niczka,sweetsdevourer,vifon_0,nie_blisko,nightbot,furami12,kochamstopykasix,mvpramzes,energoski,saven006,pawlosbielski2,nowiusienka,michal265a,matiseq10v2,nothappy97,vajvo_,nafi2d,kszyhu_unglueted,spys1u,majkeldzordann,wilku00,tangiabot,qverrs,kvngia,nancia_,urfavlivis,karolina__00,viesieq,xx_karoo_,czarnygigakox666,tori2137,l_kula_l,finek1234,bestan987,emi_lka02,viranixxx,eternallovegirl,nieuczesana,pokemoncommunitygame,katarzynadunst,lordverier,sheva2812,kliimaaa,v3d000,ewa_st,ovoi_,vfrpat,xisuba1,minesplendor (146/146)
[03.11.2024 18:19:33] viranixxx: co to bylo xdd
[03.11.2024 18:19:45] pavcio0: z 4 znajdziek nie znalazłyście xdd
[03.11.2024 18:19:47] pytel37773: !points
[03.11.2024 18:19:47] streamelements: @pytel37773 Użytkownik pytel37773 ma 61404 klocki lego i zajmuje 58/38190 miejsce w rankingu.
[03.11.2024 18:19:55] pytel37773: !gamble 30000
[03.11.2024 18:19:56] streamelements: /me pytel37773 przegrał 30000 klocki lego w ruletce i ma teraz 31404 klocki lego! Sadge
[03.11.2024 18:20:14] streamelements: WIDZU! SPRAWDŹ NOWEGO TIKTOKA pogg  -> https://www.tiktok.com/@wpatka.ttv/video/7431924495343979798
[03.11.2024 18:20:15] pavcio0: !gamble 25%
[03.11.2024 18:20:16] streamelements: /me pavcio0 wygrał 522 klocki lego w ruletce i ma teraz 2610 klocki lego! VisLaud
[03.11.2024 18:20:16] pytel37773: !emotki
[03.11.2024 18:20:16] streamelements: Żeby widzieć nowe emotki na czacie, zainstaluj sobie następujące wtyczki do przeglądarki: BetterTTV, FrankerFazeZ, 7TV. Na telefon dostępne są aplikacje: DankChat, Chatsen, Frosty
[03.11.2024 18:20:25] roadtrip_is_live: @mopss17 a co zrobić abyś wrócił do kochanych widzów hm
[03.11.2024 18:20:30] Chatters_online: bartusjduwu,kati1356,szatano,miskol84,mikeytomajki,33kornelka,kami90_2,nebudu__,sibdul,theyakko1,damianspot247,yvlunar,zahaczai,x_carva_x,streamelements,tellmenadia,kyuxik,kolorowypiesek,pytel37773,kolorowa_kluska,bordiminee,yasiunarcyz,asai04,chalchalek__,marjonnee,kameleonyu,uroczynorbi19,moobot,tax_office,amalfipepe,wpatka,unkies,mikopikooo,kagerosimba,strona_,jajamiomate134,zamaskowany_337,snoowee_,yvli_,blue_blue_blu,szym998,sayaleksa,jaroslao,cirocco,zymaaha1,himee35,yapkeen,k4ri_byczq,yatashaa_,krzyzyk_0,virkub,bolinek359,syndromka,xsaiko96,inimiczi,revley,pavcio0,wpatkabot,somno__,mopss17,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,normalnainaczejj,roadtrip_is_live,sruchatek,freetuuu,macius0922,grenlando,1ntrowertykus,papci071,mirabellaa__,amne_e,martiinii5,jakubxd,errnii25,besstill_0708,kom9w,gaming_dawid,nolli_6,majusza,rvvdzia,ditru_,kumyat,thematigame,harakirshi,fxd13_,bezingoo,dziusiek_pl,marchewka_pl,yuqi_1645,mlody_wiesniak,yel_l_ow,jeremimaster_,jabuel,copi_64,szymonsqy,xnightlordx,xz_vc,zapominarek7,nika_niczka,sweetsdevourer,vifon_0,nie_blisko,nightbot,furami12,kochamstopykasix,mvpramzes,energoski,vespertales,saven006,pawlosbielski2,nowiusienka,michal265a,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,spys1u,optymistik67,wilku00,tangiabot,qverrs,kvngia,nancia_,urfavlivis,karolina__00,viesieq,xx_karoo_,tori2137,l_kula_l,finek1234,bestan987,emi_lka02,viranixxx,eternallovegirl,nieuczesana,pokemoncommunitygame,katarzynadunst,lordverier,sheva2812,kliimaaa,v3d000,ewa_st,ovoi_,vfrpat,xisuba1,minesplendor (146/149)
[03.11.2024 18:21:20] mikopikooo: huhu
[03.11.2024 18:21:20] moobot: Wpadnij na mój instagram: www.instagram.com/wpatka <3
[03.11.2024 18:21:22] mikopikooo: huh
[03.11.2024 18:21:30] Chatters_online: bartusjduwu,kati1356,szatano,rinako0,miskol84,mikeytomajki,33kornelka,kami90_2,nebudu__,damianspot247,yvlunar,zahaczai,x_carva_x,streamelements,tellmenadia,kyuxik,kolorowypiesek,pytel37773,kolorowa_kluska,bordiminee,yasiunarcyz,asai04,chalchalek__,marjonnee,kameleonyu,uroczynorbi19,moobot,tax_office,amalfipepe,wpatka,unkies,mikopikooo,kagerosimba,strona_,zamaskowany_337,snoowee_,yvli_,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,yapkeen,k4ri_byczq,yatashaa_,4lanek211,krzyzyk_0,virkub,bolinek359,syndromka,xsaiko96,inimiczi,revley,pavcio0,wpatkabot,somno__,mopss17,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,normalnainaczejj,roadtrip_is_live,sruchatek,freetuuu,macius0922,grenlando,1ntrowertykus,papci071,mirabellaa__,alexowo66,amne_e,martiinii5,jakubxd,errnii25,besstill_0708,kom9w,gaming_dawid,nolli_6,majusza,rvvdzia,ditru_,kumyat,thematigame,harakirshi,fxd13_,bezingoo,dziusiek_pl,marchewka_pl,yuqi_1645,mlody_wiesniak,yel_l_ow,jeremimaster_,jabuel,its_ziri,xnightlordx,xz_vc,zapominarek7,nika_niczka,sweetsdevourer,vifon_0,nie_blisko,nightbot,furami12,kochamstopykasix,mvpramzes,energoski,vespertales,saven006,pawlosbielski2,nowiusienka,michal265a,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,spys1u,optymistik67,wilku00,tangiabot,qverrs,kvngia,nancia_,urfavlivis,karolina__00,viesieq,xx_karoo_,tori2137,l_kula_l,finek1234,bestan987,emi_lka02,viranixxx,eternallovegirl,nieuczesana,pokemoncommunitygame,katarzynadunst,lordverier,sheva2812,kliimaaa,v3d000,ewa_st,ovoi_,vfrpat,xisuba1,minesplendor (132/147)
[03.11.2024 18:21:44] streamelements: WIDZU! SPRAWDŹ NAJNOWSZY FILM NA YT pogg https://www.youtube.com/watch?v=QnxGerjl1FM [ WPATKA COACHUJE @KEREMEcoach - ZAMIANA RÓL 🤣🤣🤣 ]
[03.11.2024 18:21:44] kami90_2: a klikasz a czy jak?
[03.11.2024 18:22:14] mikopikooo: dziwne to
[03.11.2024 18:22:18] harakirshi: Chyba potrzebujecie schematów (blueprints), ale nie wiem
[03.11.2024 18:22:20] roadtrip_is_live: no i poszedł sad
[03.11.2024 18:22:30] Chatters_online: kati1356,szatano,rzulf1,miskol84,mikeytomajki,33kornelka,kami90_2,nebudu__,damianspot247,yvlunar,zahaczai,x_carva_x,streamelements,tellmenadia,kyuxik,kolorowypiesek,pytel37773,kolorowa_kluska,bordiminee,yasiunarcyz,asai04,chalchalek__,marcefixx,marjonnee,kameleonyu,uroczynorbi19,moobot,tax_office,amalfipepe,wpatka,mikopikooo,kagerosimba,strona_,hossyfps,zamaskowany_337,snoowee_,yvli_,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,yapkeen,k4ri_byczq,yatashaa_,krzyzyk_0,wal3ncjusz,virkub,luxialke,bolinek359,syndromka,xsaiko96,inimiczi,revley,pavcio0,wpatkabot,somno__,mopss17,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,normalnainaczejj,roadtrip_is_live,sruchatek,freetuuu,macius0922,grenlando,1ntrowertykus,papci071,mirabellaa__,alexowo66,amne_e,martiinii5,jakubxd,errnii25,besstill_0708,kom9w,gaming_dawid,nolli_6,majusza,rvvdzia,ditru_,kumyat,thematigame,fxd13_,harakirshi,bezingoo,dziusiek_pl,marchewka_pl,yuqi_1645,mlody_wiesniak,yel_l_ow,jeremimaster_,jabuel,its_ziri,xnightlordx,xz_vc,zapominarek7,nika_niczka,sweetsdevourer,vifon_0,nie_blisko,nightbot,furami12,kochamstopykasix,mvpramzes,energoski,vespertales,saven006,pawlosbielski2,nowiusienka,michal265a,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,spys1u,optymistik67,wilku00,tangiabot,qverrs,kvngia,nancia_,urfavlivis,karolina__00,viesieq,xx_karoo_,tori2137,l_kula_l,finek1234,bestan987,emi_lka02,viranixxx,eternallovegirl,nieuczesana,pokemoncommunitygame,katarzynadunst,lordverier,sheva2812,kliimaaa,v3d000,ovoi_,jazyje123,vfrpat,xisuba1,minesplendor (132/148)
[03.11.2024 18:22:37] roadtrip_is_live: a już chciałam przepraszać... well
[03.11.2024 18:22:48] harakirshi: LUL
[03.11.2024 18:22:55] yuqi_1645: xdd 󠀀
[03.11.2024 18:22:57] yuqi_1645: pdw
[03.11.2024 18:23:00] emi_lka02: @roadtrip_is_live pdw
[03.11.2024 18:23:30] Chatters_online: kati1356,szatano,miskol84,mikeytomajki,33kornelka,phoenixoxox,kami90_2,nebudu__,damianspot247,yvlunar,zahaczai,x_carva_x,streamelements,tellmenadia,kyuxik,kolorowypiesek,pytel37773,kolorowa_kluska,bordiminee,yasiunarcyz,asai04,chalchalek__,marcefixx,kameleonyu,uroczynorbi19,moobot,tax_office,amalfipepe,wpatka,mikopikooo,kagerosimba,strona_,snoowee_,yvli_,blue_blue_blu,szym998,jaroslao,cirocco,zymaaha1,himee35,k4ri_byczq,krzyzyk_0,virkub,luxialke,bolinek359,syndromka,lordemillo,xsaiko96,inimiczi,revley,pavcio0,achaku0_0,wpatkabot,somno__,mopss17,kingatekk,czlowiek_widmo69,kasiulkaxx3,wilkkacperdark,normalnainaczejj,sruchatek,freetuuu,romes4,grenlando,1ntrowertykus,papci071,mirabellaa__,amne_e,jakubxd,errnii25,roadtrip_is_live,besstill_0708,kom9w,gaming_dawid,misieeeqq,mierzej_p,nolli_6,majusza,rvvdzia,ditru_,kumyat,thematigame,fxd13_,harakirshi,bezingoo,dziusiek_pl,marchewka_pl,yuqi_1645,mlody_wiesniak,yel_l_ow,jeremimaster_,jabuel,xnightlordx,xz_vc,zapominarek7,nika_niczka,sweetsdevourer,vifon_0,nie_blisko,nightbot,kochamstopykasix,mvpramzes,energoski,vespertales,saven006,pawlosbielski2,nowiusienka,michal265a,matiseq10v2,vajvo_,nafi2d,kszyhu_unglueted,spys1u,xvuncher,optymistik67,wilku00,tangiabot,qverrs,kvngia,indefv,nancia_,urfavlivis,karolina__00,viesieq,pauljann78q,xx_karoo_,tori2137,l_kula_l,finek1234,bestan987,emi_lka02,viranixxx,eternallovegirl,nieuczesana,pokemoncommunitygame,katarzynadunst,lordverier,sheva2812,kliimaaa,v3d000,ovoi_,vfrpat,xisuba1,minesplendor (132/144)
[03.11.2024 18:23:41] roadtrip_is_live: jeb sie
[03.11.2024 18:23:55] szym998: halo moobot xdd
[03.11.2024 18:24:10] emi_lka02: ale fajna emotka jeb
[03.11.2024 18:24:11] roadtrip_is_live: to nie Moobot xdd
